Median_House_Value,Distance_to_coast,Tot_Rooms,Median_Age,Population,Median_Income
86800,62637.20414,2316.0,24,1829,1.6955
147700,15487.33304,2556.0,23,1200,1.8899
216800,17110.72565,3215.0,18,1618,4.6028
191400,92729.75892,2094.0,16,1092,4.4769
361700,26358.38945,724.0,42,420,3.0625
180100,2828.759464,1199.0,15,510,3.6083
130300,66570.06207,1791.0,40,679,2.1458
68300,70124.1059,202.0,44,142,4.35
279300,29158.82401,1730.0,25,721,7.5845
244300,6242.122672,1644.0,16,1033,6.5116
217100,32463.60225,1882.0,36,1005,3.8
272000,9075.657319,684.0,35,381,2.8393
79200,58433.53434,619.0,15,287,1.9107
288500,22133.80201,1866.0,25,840,6.8677
136300,34264.71017,116.0,36,193,3.8125
95600,6721.760384,3200.0,35,1723,1.8977
446800,27582.43896,2243.0,47,911,7.4046
115800,46091.59531,1914.0,34,1564,2.8347
410500,4836.721398,1741.0,42,723,5.5379
375000,2610.497668,2450.0,52,1415,2.8229
276600,24072.29517,1832.0,36,934,3.0521
369400,8654.656935,3675.0,29,1457,6.0553
156900,6885.433758,517.0,35,391,4.0682
190000,21647.45165,1777.0,32,1684,2.3636
91600,70406.56824,3455.0,21,1605,3.1382
192000,10265.01196,1228.0,24,537,2.25
422900,18586.56442,1326.0,29,586,6.5474
218800,3575.551172,1294.0,40,1177,3.6667
173300,15354.84691,926.0,16,451,4.0221
315100,31059.32528,4284.0,25,2163,6.1509
265900,39964.37172,1960.0,38,874,4.8594
194400,8070.202048,5923.0,18,3887,3.4712
187500,15264.63108,213.0,33,91,4.9167
262100,5041.908457,1481.0,35,747,4.4286
143400,65438.53231,4563.0,19,2256,2.1472
244500,3733.55179,3298.0,29,1509,3.8125
300000,7329.977264,1716.0,15,914,1.0612
169800,10707.71375,2252.0,7,1576,3.6333
87500,23175.5186,2541.0,42,3974,1.5854
117000,7034.585543,2558.0,31,1938,3.4875
153500,17883.08478,1147.0,37,742,4.0461
243800,28441.30774,3580.0,34,1694,5.4065
182500,3754.647104,1836.0,15,942,4.0238
110000,12482.06443,1472.0,39,1036,3.0
160900,22683.57867,1430.0,11,921,4.2357
139000,6817.446387,1160.0,45,1095,2.7308
218700,32850.01287,3030.0,10,1623,5.1356
165000,17342.61822,1294.0,39,1140,2.2554
175000,16204.37423,2134.0,16,1555,1.7217
304300,3293.367284,5689.0,20,3752,5.5845
250000,39802.11686,1824.0,17,934,4.6719
77400,94641.81285,1435.0,21,668,2.5667
175700,8070.202048,880.0,28,717,4.5469
254900,12097.63143,1808.0,40,746,5.3015
131700,55621.93171,1105.0,41,443,3.1827
243600,6286.137038,1578.0,41,1159,3.9167
415800,23982.08097,1664.0,33,759,5.7876
93400,58867.8262,2019.0,36,878,2.8462
173400,25602.68093,2519.0,13,2094,4.3621
245300,28896.39463,1484.0,35,664,4.675
350000,15389.26927,440.0,26,322,5.1831
32500,2467.450196,1014.0,52,1055,1.8519
266200,41094.52928,1330.0,33,578,5.6406
226500,21148.20804,2987.0,35,1561,4.0039
328100,2615.856782,1786.0,52,856,3.0833
294100,6644.150079,2573.0,33,1084,4.2417
165600,25522.64086,1184.0,37,1320,2.3
107900,65221.55815,2559.0,43,1820,2.1927
299100,16419.48285,2548.0,26,1098,4.3839
137700,14388.03309,2649.0,47,2374,2.3882
175800,26139.73794,1639.0,39,988,3.9612
150000,18136.22493,2438.0,29,2114,0.8351
174100,12416.58177,1458.0,35,723,4.2098
81300,7080.328442,596.0,33,212,4.2813
179000,27587.60961,4559.0,21,5124,3.2052
114300,43520.39213,2927.0,22,2546,2.7153
100000,9744.125733,3854.0,20,3555,1.6747
394900,25228.71254,1969.0,15,822,7.8774
172600,27179.88322,1146.0,50,579,2.9583
132300,14289.95242,2914.0,12,2104,2.3068
322900,12564.91244,833.0,13,405,5.2729
340900,6463.097871,707.0,34,381,4.375
162500,11994.62767,1362.0,15,378,1.9
469900,4156.307152,3152.0,32,793,7.1198
173800,21562.53487,3369.0,19,1834,3.7672
187500,11797.16501,638.0,9,426,3.7875
101900,80984.20447,2901.0,47,1276,2.1366
253900,35233.17147,2248.0,35,1762,3.0
318700,25078.13793,3852.0,37,1534,5.8596
55700,52733.54783,1825.0,36,1226,1.5292
146800,21845.99529,1537.0,6,506,4.8264
213000,3948.305755,5831.0,26,4738,3.1483
312500,14351.0187,4376.0,28,1847,2.6713
248900,12652.71416,3517.0,29,1724,4.6641
150000,24978.492,1100.0,23,940,3.6953
209700,35564.18114,2837.0,21,2031,4.9271
90700,83555.90215,2028.0,35,972,2.3778
213500,68659.12603,1597.0,22,657,4.3098
170800,6504.490828,494.0,21,489,2.6964
474600,5483.577966,5448.0,28,2100,4.7475
70400,77298.69327,1703.0,38,1356,2.0391
143700,9352.310408,4294.0,33,4512,2.8304
154700,23053.41928,1608.0,35,2140,3.1979
87100,4216.008379,941.0,46,621,1.325
404800,17958.99724,5132.0,15,2156,5.6511
248100,15602.23602,3174.0,24,1466,5.2285
204500,5743.113828,1797.0,31,796,4.4427
262500,21492.59702,336.0,39,586,1.8056
303900,6819.885274,1432.0,43,782,4.3333
97200,4967.005194,1215.0,49,570,1.4861
289600,5715.474233,1398.0,34,532,3.7102
205300,28782.60384,4550.0,23,2301,4.556
281500,5326.326892,1769.0,43,1102,4.5493
306700,3104.023257,1438.0,52,1018,2.2188
165800,86758.39447,1664.0,17,736,4.4083
92000,88162.59409,3375.0,29,1760,2.7028
68300,83755.63141,376.0,33,267,2.1581
219900,34332.88669,3258.0,34,1810,5.1145
109100,64290.17776,1433.0,33,824,2.7621
392500,16205.28374,3823.0,30,1449,4.6
332300,22844.25713,3577.0,22,1371,5.795
233100,19203.86774,5928.0,23,3570,4.0398
174400,8937.581269,1792.0,44,1115,3.9091
323800,6601.010648,3703.0,29,1611,2.7075
126100,38273.02252,2879.0,17,1802,3.6378
98100,18085.26474,1423.0,45,822,2.4519
85600,2553.053398,2141.0,35,1053,2.8529
186500,27774.09116,3047.0,16,1507,5.3008
142300,7016.677244,1375.0,47,843,1.3785
226500,1669.225562,1526.0,52,1633,2.2069
161700,16167.26002,1184.0,37,529,4.7941
65000,66570.06207,2617.0,39,2052,1.6952
230000,11319.52884,1783.0,19,1025,4.1484
163800,12139.34663,1973.0,17,1112,3.8512
190900,9367.02782,1572.0,30,1351,3.369
163900,27664.75695,2024.0,36,2028,2.8152
58300,19907.61645,1178.0,18,1377,1.3373
245700,32362.79581,2390.0,39,1246,3.7857
156300,23343.78648,1158.0,44,1094,2.6842
193800,5944.533881,1708.0,21,1099,3.225
348100,4945.190886,2621.0,31,1632,3.287
404500,18126.53186,2740.0,25,1420,3.5909
171300,48440.96264,2918.0,33,1085,5.5208
64000,71003.64665,1708.0,17,633,1.75
218900,7078.206617,2000.0,27,880,5.635
201900,109733.9984,3676.0,12,1572,4.8214
76400,86504.41964,2840.0,39,2606,1.9429
73400,90532.32103,4448.0,35,2736,2.218
192500,37457.79294,3090.0,20,2109,3.3801
99100,103132.3284,1891.0,22,1023,2.7303
81800,64899.26705,1591.0,35,1290,1.564
112500,54682.76919,465.0,41,349,2.0893
195000,19729.05939,4315.0,19,2490,2.6437
193600,20646.81353,1534.0,15,761,4.9028
211700,6598.060789,3149.0,26,1320,3.0259
443800,21445.98098,1879.0,34,729,7.7072
197100,8677.015293,4188.0,29,2783,4.1949
431000,5945.48633,1905.0,51,707,6.2561
170800,21391.00899,1185.0,43,933,2.925
182600,4824.027621,895.0,52,386,3.875
48800,113023.9852,1107.0,24,768,1.7167
207800,60531.33135,2523.0,36,927,3.5179
45000,18797.96775,1342.0,21,748,2.9231
172400,32472.83747,1091.0,31,892,3.0
113900,11907.68336,1901.0,38,1099,2.7661
254100,25609.94513,4678.0,17,2427,4.2276
264700,26839.01316,2873.0,15,1582,5.1519
450000,4278.655462,726.0,25,411,3.2375
242900,3733.201474,5614.0,15,2754,5.035
116300,86026.47801,3912.0,24,1926,2.6875
208400,16863.07499,1814.0,36,886,3.4868
275000,2419.614887,3511.0,52,2452,2.5013
86200,14583.03029,835.0,41,707,1.4103
142100,3385.030276,2919.0,14,1896,2.4003
58600,102770.3096,1713.0,13,1978,2.1287
173700,28225.44515,2676.0,23,1456,3.7361
243200,21324.86207,1793.0,23,1145,5.5968
109400,7760.981507,2273.0,46,1088,2.2532
245100,23478.92749,2584.0,48,1118,4.2396
354400,29593.10236,2795.0,34,1267,6.1464
134100,60478.00464,1605.0,17,748,5.0917
55000,108989.9728,598.0,17,715,2.3295
303300,51052.25591,1036.0,20,589,5.3698
412500,1893.187839,2094.0,52,920,4.2015
85400,15417.32733,819.0,42,899,1.1346
144600,18367.80531,928.0,41,1108,3.4323
58100,119796.0879,1519.0,20,1681,2.1759
169800,26874.18047,1478.0,41,916,3.9688
153900,9352.310408,1528.0,36,1824,2.2679
187100,27447.97472,4148.0,35,3220,3.3389
219100,2493.079524,1948.0,40,1434,3.0313
167200,63654.90101,2602.0,30,981,4.7222
218600,29434.72193,3051.0,17,1705,5.7376
128100,13038.05247,1725.0,26,1130,3.2708
199700,21469.55944,1677.0,30,1021,3.5859
276100,20135.64962,2785.0,35,1631,3.9038
134200,27651.52644,1872.0,13,1927,2.2019
264200,26871.35019,3843.0,21,1850,4.6758
325200,33814.27046,2664.0,13,1468,4.8988
142400,55439.97154,2497.0,19,748,2.925
367700,4410.239037,1072.0,28,363,6.1636
253100,31113.01803,5957.0,15,3838,6.2907
190800,16204.37423,3675.0,17,1693,3.3882
112100,87066.33271,5876.0,12,2992,2.4322
114100,23816.00759,1081.0,52,437,2.1979
209800,3708.335267,2133.0,27,850,5.1046
80500,4044.838823,2416.0,52,1150,1.7308
307000,21977.58177,4238.0,30,1914,3.7632
355000,14280.80532,2810.0,39,1109,3.25
159100,14042.70147,1461.0,32,1909,3.5511
221500,12906.5875,3298.0,21,1862,2.1507
162500,13939.89525,715.0,15,1394,3.3846
118000,57445.17506,2129.0,18,815,2.7679
182100,18447.72423,604.0,28,615,3.6214
140300,28781.38371,2919.0,20,1711,3.875
225800,11153.04917,2135.0,18,1464,5.4836
388500,2988.194917,3117.0,18,904,6.7587
89000,97246.49213,2520.0,21,416,2.712
261800,21541.67344,1631.0,35,862,3.6007
150500,14941.41329,1115.0,31,1369,3.5694
116200,117102.3591,2125.0,14,1067,3.6333
161100,18246.41166,1768.0,42,1155,3.558
162800,13288.45608,1937.0,49,1339,3.0319
212800,50403.25371,2056.0,21,1332,3.3942
105300,17569.65267,1545.0,24,1807,2.6429
119000,92686.55498,2944.0,13,1091,3.0
85900,96643.78692,2436.0,35,1730,2.2071
70000,23908.0617,2608.0,43,1322,2.5714
325700,24426.96267,5294.0,10,2312,5.4563
123800,13147.01193,2701.0,32,1880,1.6716
101100,11406.82998,1710.0,29,990,1.1479
193800,1526.605358,1388.0,38,871,2.1667
183500,22057.06491,1704.0,52,1336,2.8167
173400,17809.21528,1749.0,19,969,3.75
190000,1630.625968,2493.0,14,1296,5.4508
350000,4373.422521,184.0,23,118,4.5375
277800,5864.781896,2619.0,37,1152,2.52
339000,2939.201806,1751.0,32,819,6.7105
232400,8823.18606,1241.0,37,621,4.9196
91200,68875.49295,1996.0,18,1270,2.7083
87500,19030.09503,2105.0,22,781,2.213
133000,48310.50793,1801.0,37,1564,3.1597
258300,35526.59449,1499.0,27,755,3.875
173300,38307.62285,1148.0,35,975,4.037
166000,25274.93232,1473.0,39,1108,4.1389
161900,13372.22099,2664.0,38,1627,3.7527
169300,8847.221407,3445.0,25,5558,3.0972
232000,21490.59515,1783.0,26,1048,6.0488
319000,15107.96746,4528.0,11,2398,5.3044
277000,3280.754132,1981.0,17,773,3.1563
214700,77448.21838,1843.0,23,818,4.4695
264100,14475.70126,5230.0,24,3795,5.4228
67500,48392.47513,24.0,52,46,1.625
216700,8480.336885,1600.0,17,1803,2.7865
110200,85328.19222,1419.0,23,706,3.1875
221500,21802.24503,3148.0,24,2850,1.9549
107600,17414.51545,1260.0,21,1167,0.9708
255200,1737.887888,1403.0,34,839,4.7031
149700,11344.29463,1073.0,49,725,3.8026
218100,9774.128227,1815.0,36,1280,3.25
115900,4435.226465,1349.0,30,2646,1.9318
128100,14380.31218,1438.0,31,816,2.4583
412500,7071.369703,3133.0,27,2242,2.697
113700,13869.01776,1941.0,41,1204,3.0417
215000,4855.340049,1578.0,52,879,2.4069
376000,4495.325486,2220.0,41,927,5.3184
362300,26138.03087,4595.0,13,1643,7.7684
74100,16852.46158,1348.0,33,573,2.4896
333300,4548.317074,5925.0,19,2302,7.5699
241700,10118.68451,1889.0,16,686,3.4706
135200,19974.38837,1501.0,38,1777,2.0848
150000,4824.027621,2225.0,52,1145,2.6165
136200,18923.60267,1908.0,52,1271,2.5885
173700,26574.18842,1121.0,33,1038,4.8958
186500,21350.01166,2866.0,4,1311,2.8649
283600,20062.33212,2790.0,28,1351,3.2052
164300,28109.15167,2287.0,17,1240,3.5845
162300,17730.98069,1499.0,37,1237,3.9333
137500,27339.72733,280.0,19,483,1.95
95800,43521.12536,1484.0,30,1200,1.7548
147500,10316.48891,3107.0,37,3456,2.182
103900,4629.273249,1511.0,52,901,1.4103
187800,22130.87848,3894.0,27,1832,3.5085
155500,12597.7259,3397.0,16,1924,4.9148
269200,4541.860422,3581.0,46,1670,4.1932
175000,48357.14742,243.0,18,115,2.125
201400,82016.66247,3819.0,6,1738,5.8718
160200,12654.5127,2732.0,27,1690,2.6465
141700,20477.45381,1554.0,9,1704,2.0185
59000,28431.4873,2081.0,32,1342,2.7958
65800,115620.1963,1463.0,38,692,2.3125
109200,28986.57967,389.0,41,455,2.7031
85900,63669.54823,4163.0,31,3928,1.6943
220100,3318.412627,1250.0,38,631,3.724
250300,71631.53381,3335.0,14,1329,6.2082
183800,24981.29468,3936.0,22,3508,4.2312
183300,20229.95959,986.0,25,1439,2.39
192900,3052.160227,1395.0,24,1478,2.5301
70100,7415.788324,2322.0,25,2185,1.375
291500,18578.71143,2953.0,21,1397,6.541
156800,27701.32289,511.0,30,1152,2.3611
374400,5579.703209,2079.0,52,684,7.9556
162100,11206.13992,3217.0,16,2054,4.2234
394700,7950.16756,3167.0,28,1248,3.1941
113600,46689.54808,2948.0,22,2600,3.125
83800,79953.87839,493.0,52,189,2.108
267900,27055.9315,2237.0,31,1135,4.45
431900,5951.446023,4398.0,32,1799,4.7375
207200,12254.13986,2823.0,22,1271,5.1333
140600,7037.431194,893.0,49,468,3.875
217300,1230.305925,4864.0,43,3134,4.3393
156400,30027.44211,1901.0,52,1856,3.0
196300,4508.540912,3700.0,5,1657,3.7826
134400,18923.60267,1444.0,52,1154,2.0625
170700,25821.6863,1887.0,36,1006,3.1554
187500,10266.64416,1821.0,29,1397,2.5833
103200,5803.978039,2203.0,18,1943,2.25
80600,52180.76416,1951.0,37,1089,2.3272
82900,23816.00759,2607.0,35,2016,1.75
134700,15499.87477,2253.0,27,1197,3.3203
134100,37617.35315,2685.0,13,2474,2.8775
112500,541.18598,22.0,46,32,3.125
424000,17203.45548,1628.0,46,500,6.083
94400,41213.00718,2322.0,11,1373,3.175
135200,26102.97041,774.0,52,813,2.3472
214300,16465.84087,596.0,25,426,3.0221
260000,23486.66147,3734.0,30,1834,3.4505
173100,41086.12154,2831.0,28,2330,3.9741
264700,2346.638865,1635.0,37,1027,3.5905
232400,3605.43319,3436.0,32,2583,3.5039
144600,22300.99883,87.0,16,32,4.3571
164600,29093.25518,1417.0,40,1068,2.4259
456600,10636.18104,2526.0,36,996,5.611
192500,12980.00047,2554.0,22,1147,3.6346
287500,24078.21181,4011.0,12,1673,5.3081
355600,3630.934883,1970.0,52,871,4.0625
211700,33513.85906,2220.0,24,894,4.2891
92300,5007.690566,1257.0,41,828,2.5043
93100,101110.2121,1637.0,29,753,3.2891
295600,10937.09892,4405.0,6,2071,5.8151
169200,19351.96226,1784.0,28,1255,3.7054
253500,11052.76701,1843.0,31,749,5.2855
345900,20005.22859,2366.0,25,1076,6.9238
364900,34075.52472,3856.0,39,1847,3.4559
156300,59640.93801,1820.0,26,1001,2.1797
172500,24349.83597,1331.0,40,1276,2.7546
217100,26280.20899,2265.0,22,1684,2.6729
160000,9001.591427,1785.0,35,965,2.0792
126600,15176.66938,873.0,36,1086,2.25
236000,11921.33225,5106.0,14,2738,3.9909
213700,6242.122672,1893.0,16,1461,5.225
190600,22148.70991,1197.0,46,898,2.1714
135500,7669.051678,5016.0,22,3222,2.1441
260700,4525.101827,1352.0,26,654,5.3693
159200,38046.85202,1572.0,30,1857,2.4914
135600,73430.25921,1497.0,15,730,4.9688
260000,13230.68985,1139.0,16,665,3.2933
114600,3323.585549,1485.0,42,971,3.6094
241700,37541.23814,1983.0,40,853,5.9845
171100,20317.26843,1143.0,36,826,5.3184
350000,2610.497668,2892.0,52,1785,3.5746
238000,8031.151521,1939.0,35,1036,3.5556
99600,15268.79053,1103.0,44,760,1.6887
284600,8743.685834,806.0,23,373,5.9291
121400,30199.09116,336.0,21,206,4.75
130200,15381.23093,1295.0,49,765,3.4306
87500,7081.094714,66.0,46,37,0.536
136600,15320.75488,1609.0,49,896,2.5156
140600,90484.58655,1385.0,15,775,1.933
176400,31240.80089,2873.0,33,1946,5.0709
307000,1118.796646,1226.0,43,491,4.9286
222800,15339.34044,3117.0,18,2079,4.6458
168600,19252.88248,1888.0,26,1550,3.3393
272800,12161.62183,2355.0,15,747,6.5356
290500,8851.228767,1362.0,46,531,4.3125
210800,9140.0002,2932.0,28,1198,3.2417
298300,2272.535251,4265.0,52,1555,4.119
93800,21356.45031,2276.0,16,1184,1.875
97200,19570.40842,1534.0,20,871,6.2715
211800,18888.61019,1963.0,31,1494,3.5313
172200,33011.5201,3771.0,32,1786,3.2415
217000,18443.64886,2334.0,17,1662,3.0147
305000,15765.11511,1762.0,16,810,4.4437
234500,3214.339347,2388.0,52,1121,3.3269
142100,44605.65886,2772.0,17,1501,2.6275
130400,106634.9491,4465.0,17,853,3.6875
189900,18701.31222,1343.0,21,462,5.8995
207900,6102.00492,2887.0,13,2197,2.8777
286900,16690.02136,2876.0,16,1089,6.299
167000,11288.07757,1685.0,33,1484,4.3527
246400,4835.400384,1664.0,36,963,4.7813
231200,15785.79034,1755.0,16,674,5.1602
426500,41266.93535,3677.0,42,1779,5.1509
108500,15401.87052,2591.0,24,3243,2.1766
88300,81236.54862,4190.0,19,1973,3.9929
190700,10677.49399,3361.0,26,2709,3.9107
263300,4512.484753,2738.0,35,1545,5.3446
70000,65941.32338,683.0,50,459,1.8162
261600,6286.137038,1658.0,52,1086,3.8583
213000,67054.47628,2868.0,24,1284,3.3182
131700,104443.8386,1821.0,14,769,3.0789
225000,14918.51956,1354.0,37,753,3.25
173200,2276.496534,4986.0,16,2805,4.025
110000,19076.83515,4893.0,18,3036,2.5212
92400,43591.13805,2095.0,23,1858,3.0543
184500,47499.07428,3859.0,13,2283,4.5594
151100,53159.89719,2515.0,52,836,3.3844
103300,14922.53126,2143.0,10,1167,2.0819
99700,5976.288058,1688.0,52,853,2.1806
342600,3212.333033,966.0,21,417,5.5335
121700,68724.55528,4563.0,13,2475,2.1189
287100,19109.61172,2160.0,34,852,6.0531
177500,10640.89439,2532.0,42,2038,2.875
201800,12279.00978,2970.0,33,1869,4.3636
152200,15327.69248,2979.0,37,1285,3.7368
332000,11407.6578,3258.0,12,1464,6.5413
188700,22543.36139,1471.0,34,995,2.9583
300000,4517.275202,1312.0,31,1178,2.0714
264700,6167.967346,5664.0,7,2493,5.8252
162500,30174.05945,647.0,44,457,3.6875
347600,8006.933746,3175.0,47,1098,5.2868
221900,27252.17146,3487.0,13,3749,2.1602
269600,8640.58917,3109.0,16,1433,6.6319
174100,6006.429099,1213.0,35,790,4.7019
224500,6619.186026,1887.0,27,1339,2.9185
135200,36485.57764,2343.0,24,3537,2.1094
94700,69091.50642,2191.0,26,679,1.4679
363500,10315.83884,2298.0,44,849,5.5941
135600,26437.1577,1502.0,34,860,3.3438
251900,18424.07117,2021.0,18,912,4.5
232100,7037.587894,2076.0,39,1738,3.1958
347900,3619.513352,3024.0,32,1323,3.3889
315200,5793.077907,592.0,48,340,5.966
62800,80043.43138,1210.0,19,329,1.7857
232600,18224.48643,4650.0,24,2374,5.8838
152500,36323.18898,773.0,38,320,2.825
162100,34176.85093,5501.0,18,2964,4.1855
238300,8733.777723,2096.0,36,1454,3.2216
139900,62839.99038,4224.0,18,1907,4.8226
246200,26378.49435,914.0,33,394,4.6875
277800,5002.624102,2593.0,15,901,4.2065
405400,4268.203741,3599.0,39,1569,5.2571
136600,14388.03309,1298.0,45,1064,3.7067
377200,27774.13728,5481.0,18,2477,6.7248
162500,87821.87228,96.0,40,46,3.2708
207100,36505.60434,1554.0,19,1427,3.125
173900,23873.08995,3808.0,31,2430,4.625
162500,17744.32781,5650.0,29,3985,2.8192
451700,2971.040474,1256.0,34,460,6.4271
367600,16796.212,4607.0,26,1769,7.4918
145800,37877.53338,2491.0,32,2660,2.564
433300,4261.749005,4138.0,32,1541,5.5791
350600,5501.201308,2638.0,20,1352,3.5125
184800,39449.55266,2252.0,32,1370,4.6312
100000,83502.12685,324.0,35,158,3.4167
213000,34076.69968,1079.0,32,486,4.9833
350000,9980.891726,347.0,25,148,4.4531
164000,20300.15511,2388.0,30,1117,4.1058
183900,12796.61882,4273.0,13,2328,3.3444
205000,2514.731967,5566.0,18,6303,1.858
174000,18443.64886,1689.0,16,1260,3.1205
376200,7542.726841,2840.0,34,1127,7.6144
249200,21031.56646,1563.0,25,737,2.5687
368600,7358.56988,2863.0,42,1031,6.7138
242500,4565.840487,4220.0,39,2720,2.639
170300,10486.08901,5367.0,30,2667,3.1796
228800,18808.48468,1810.0,39,839,3.7171
215500,14319.39014,3260.0,29,1969,3.5268
238900,15936.99325,1712.0,18,972,4.3971
259600,5817.301231,854.0,36,473,6.3992
467600,16331.39785,1293.0,42,459,7.672
232600,10006.9365,3761.0,26,1776,4.5317
290600,23590.85391,1868.0,18,747,4.7946
185200,28982.28816,1416.0,27,1024,5.1074
66100,79922.66412,2456.0,47,1653,1.3973
100000,14770.76104,3508.0,32,2794,1.554
204800,61138.92167,1650.0,28,557,7.6632
181000,16387.51438,2550.0,31,1017,5.1488
151900,22898.91242,1805.0,35,1505,4.1667
289600,7024.577325,1052.0,52,381,3.0726
174400,26023.71383,2271.0,34,1393,4.2443
161600,25949.42524,1193.0,43,1184,2.1518
98500,19416.98387,2207.0,10,2232,2.375
297400,3049.974746,2126.0,35,1044,5.5456
207500,7886.776173,284.0,43,167,4.25
254900,32282.56052,1038.0,35,598,5.9214
182400,62239.25484,1232.0,15,408,6.9682
61800,24926.69684,1438.0,24,1294,2.7829
236100,1669.225562,2086.0,19,1701,2.8042
187200,115627.5452,1887.0,11,775,3.8417
350000,6598.976973,18.0,16,3,0.536
278800,3347.364623,2059.0,23,636,3.6908
201000,22581.82755,4436.0,25,1997,4.2386
163200,24203.91897,1116.0,36,719,3.425
144000,23297.38751,1351.0,43,1011,2.5917
225000,2283.653466,5783.0,52,4518,1.724
200000,18130.46013,654.0,36,416,3.6953
366700,8976.320365,3711.0,24,1764,3.1642
88600,73930.68457,2587.0,31,1227,2.3578
286800,13070.00745,4428.0,16,1525,5.2325
258000,20925.23187,4439.0,26,1881,6.2935
117100,18102.59104,2073.0,39,1246,2.0417
79000,53052.13985,2061.0,35,1110,3.1944
333000,15563.06858,4304.0,20,2059,5.1674
475000,8545.060525,473.0,29,359,7.0309
57500,114236.1858,2171.0,18,1527,2.3011
136300,25429.22593,4552.0,16,2737,2.25
216200,11044.98823,1979.0,36,952,4.0815
205100,27074.16028,4953.0,2,1791,5.0346
406500,17749.73755,880.0,35,352,6.8686
241400,5203.682414,1467.0,39,1404,2.3681
370400,29402.09359,2124.0,40,998,5.3369
404500,15456.14488,1988.0,16,770,5.8661
123500,67454.19957,2817.0,30,1089,3.1364
120700,4118.761687,2237.0,19,1438,2.3382
466700,1389.511317,3172.0,52,1259,4.1047
425500,8976.554182,3622.0,39,1330,3.3125
218100,25904.44783,3208.0,25,2843,2.6673
112500,9838.875818,127.0,17,219,4.5179
381500,2550.702036,2851.0,31,1410,4.0893
351100,27668.28931,3407.0,20,1883,3.7321
201900,18363.91131,847.0,18,733,5.2149
181300,26212.85185,739.0,21,861,2.4856
139200,15593.61303,1205.0,31,1476,4.0231
101400,16524.56101,2235.0,48,1363,1.6559
353500,7022.200787,3112.0,25,1098,6.0
156400,11108.24863,2475.0,41,1416,3.8372
